,,,,,,,,,,,,,,,LJ RFI,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A,K,Q,J,T,_9,_8,_7,_6,_5,_4,_3,_2,,,K,Q,J,T,_9,_8,_7,_6,_5,_4,_3,_2,,,Q,J,T,_9,_8,_7,_6,_5,_4,_3,_2
A,,,,,,,,,,,,,,,K,,,,,,,,,,,,,,Q,,,,,,,,,,,,,
K,,,12,6,10,20,18,18,18,18,17,17,17,,Q,,,20,39,19,10,10,10,10,6,6,6,,J,,,60,39,0,15,15,15,13,13,13,,
Q,,,,17,22,20,0,18,18,18,17,17,17,,J,,,,57,37,11,0,11,11,9,9,9,,T,,,,60,30,28,20,28,21,21,21,,
J,,,,,46,0,0,0,0,0,0,0,0,,T,,,,,60,22,22,22,22,18,18,18,,_9,,,,,50,36,36,36,25,25,25,,
T,,,,,,4,0,0,0,0,0,0,0,,_9,,,,,,28,28,28,28,19,19,19,,_8,,,,,,23,23,23,20,20,20,,
_9,,,,,,,20,28,30,30,30,30,30,,_8,,,,,,,18,27,30,30,30,30,,_7,,,,,,,36,38,31,31,31,,
_8,,,,,,,,20,28,30,30,30,30,,_7,,,,,,,,30,34,30,30,30,,_6,,,,,,,,45,36,36,36,,
_7,,,,,,,,,28,30,30,30,30,,_6,,,,,,,,,40,31,31,31,,_5,,,,,,,,,43,43,43,,
_6,,,,,,,,,,30,30,30,30,,_5,,,,,,,,,,37,37,37,,_4,,,,,,,,,,40,40,,
_5,,,,,,,,,,,30,30,30,,_4,,,,,,,,,,,34,34,,_3,,,,,,,,,,,40,,
_4,,,,,,,,,,,,30,30,,_3,,,,,,,,,,,,34,,_2,,,,,,,,,,,,,
_3,,,,,,,,,,,,,30,,_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,J,T,_9,_8,_7,_6,_5,_4,_3,_2,,,T,_9,_8,_7,_6,_5,_4,_3,_2,,,_9,_8,_7,_6,_5,_4,_3,_2,,,_8,_7,_6,_5,_4,_3,_2
J,,,,,,,,,,,,T,,,,,,,,,,,_9,,,,,,,,,,_8,,,,,,,
T,,,60,0,0,0,0,0,0,0,,_9,,,0,0,0,0,0,0,0,,_8,,,0,0,4,20,20,20,,_7,,,0,0,0,18,18
_9,,,,0,0,0,0,0,0,0,,_8,,,,0,0,20,8,18,18,,_7,,,,9,26,28,23,28,,_6,,,,6,21,27,27
_8,,,,,2,20,20,18,18,18,,_7,,,,,14,28,27,27,27,,_6,,,,,39,32,32,32,,_5,,,,,30,30,30
_7,,,,,,28,28,27,27,27,,_6,,,,,,34,30,30,30,,_5,,,,,,36,36,36,,_4,,,,,,30,30
_6,,,,,,,31,30,30,30,,_5,,,,,,,32,32,32,,_4,,,,,,,34,34,,_3,,,,,,,30
_5,,,,,,,,30,30,30,,_4,,,,,,,,30,30,,_3,,,,,,,,34,,_2,,,,,,,
_4,,,,,,,,,30,30,,_3,,,,,,,,,30,,_2,,,,,,,,,,,,,,,,,
_3,,,,,,,,,,30,,_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,_7,_6,_5,_4,_3,_2,,,_6,_5,_4,_3,_2,,,_5,_4,_3,_2,,,_4,_3,_2,,,_3,_2,,,_2
_7,,,,,,,,_6,,,,,,,_5,,,,,,_4,,,,,_3,,,,_2,
_6,,,11,23,23,28,,_5,,,30,30,30,,_4,,,26,26,,_3,,,26,,_2,,,,,
_5,,,,30,30,30,,_4,,,,30,30,,_3,,,,26,,_2,,,,,,,,,,
_4,,,,,30,30,,_3,,,,,30,,_2,,,,,,,,,,,,,,,,
_3,,,,,,30,,_2,,,,,,,,,,,,,,,,,,,,,,,
_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
